-3.749190014143871963e+01,2.330302438473053783e+01
-2.994843867883375310e+01,8.005902966565097145e+00
-1.337360320086082055e+01,3.385962941676590177e-01
-2.418909473062729987e+01,3.788464448297429676e+00
-3.813471687254656928e+01,2.812706407343906534e+01
-8.662198744757287017e+00,-1.525299474754293616e-01
-3.465066541761592589e+01,1.457991877098588418e+01
-3.578127976376055130e+01,1.715916442967641231e+01
-3.829505990991166442e+01,3.084208307745935329e+01
-8.583955495586497619e+00,-1.571389585470689410e-01
-2.191318775906750460e+01,2.692808960583429112e+00
-3.704683281977611387e+01,2.124328344004517533e+01
-3.236742189715365470e+01,1.082672062940750557e+01
-1.880616373749515446e+01,1.562863271061661674e+00
-1.694093437394728596e+01,1.054274390159839481e+00
-1.736169490377885793e+01,1.155682129101939015e+00
-1.927083933567722340e+01,1.719550471650637569e+00
-5.457776866849387787e+00,-2.496433759698830634e-01
-3.631818307614760499e+01,1.867671684379847363e+01
-3.557215699075112525e+01,1.662791186611396199e+01
-2.255435167048603518e+01,2.972492399644057759e+00
-2.123953724785751618e+01,2.415010893536105208e+00
-1.637631990746319133e+01,9.138185975735941824e-01
-1.367650735778864046e+01,3.860588285294419553e-01
-3.508492451967207160e+01,1.549407261820700299e+01
-3.803055635777317178e+01,2.700096981005291852e+01
-3.051105948388589439e+01,8.584941801327905964e+00
-5.988801192268008222e+00,-2.456043428223030345e-01
-3.828253657030000312e+01,3.050031837099533405e+01
-2.488250388239658761e+01,4.164919989655816224e+00
-1.800288443595789545e+01,1.328439005070293888e+00
-3.490931284805260759e+01,1.511761631299955866e+01
-1.019310556737641349e+01,-4.244153045889353937e-02
-3.780652888455176708e+01,2.520051086247627836e+01
-5.581283397470663488e+00,-2.489228404303342468e-01
-3.199121695564203094e+01,1.033442630807550700e+01
-2.598101252018319229e+01,4.826770833939819205e+00
-3.382451070761468515e+01,1.304542409963408467e+01
-3.819919041819277084e+01,2.895646182616136954e+01
-3.524389303529110862e+01,1.585184372626356897e+01
-1.498547616454763443e+01,6.188624091392020965e-01
-2.159334487755170073e+01,2.557318276812670987e+00
-2.109741401282652262e+01,2.365654174871465010e+00
-3.168034633740700912e+01,9.925060485461280280e+00
-1.932986778942193951e+01,1.732842387643124260e+00
-3.663492104526228843e+01,1.970558334430613812e+01
-3.504165243659871010e+01,1.541899476295235161e+01
-2.799494441729520133e+01,6.268271251825368040e+00
-2.280518435659418586e+01,3.095939507238211430e+00
-3.569680490231342418e+01,1.694107546022625144e+01
-2.985066130767865999e+01,7.907739352456797377e+00
-3.833210732444045021e+01,3.264470828401479707e+01
-3.452190816241355265e+01,1.432388070730286600e+01
-3.826549451841857774e+01,3.011143277026789633e+01
-2.953098282924951334e+01,7.604352259942389836e+00
-3.559845024795376389e+01,1.669317985798152293e+01
-3.674565642550862776e+01,2.009295321716171401e+01
-7.550151078247592906e+00,-2.064343715311530159e-01
-3.729373527008547740e+01,2.236718562372269403e+01
-3.712339193119336045e+01,2.156410232140289196e+01
-3.784561598374664015e+01,2.549621606861242640e+01
-1.208263120015329939e+01,1.569470740163825262e-01
-3.066430543951200605e+01,8.747333836922921435e+00
-3.806140306017974240e+01,2.731258800589074198e+01
-2.584398274664636475e+01,4.751699148366128611e+00
-2.435641216697452904e+01,3.866019337366020547e+00
-1.998800518991616215e+01,1.948453216124890419e+00
-3.588577203681951033e+01,1.743846414212918106e+01
-3.544759809170543008e+01,1.632400340037213482e+01
-1.349270502867838495e+01,3.630077066650265749e-01
-3.690521502610597793e+01,2.068201371472130035e+01
-3.710634314074160045e+01,2.149298648882968976e+01
-3.649285472074325298e+01,1.922850051529096405e+01
-2.910072312696970798e+01,7.202907540001267428e+00
-1.010978515446157466e+01,-4.975794544468326031e-02
-3.829213112551920517e+01,3.074845483572421756e+01
-3.831811034981448216e+01,3.163981030101279757e+01
-1.286284301974777300e+01,2.638815516700272479e-01
-3.501896774648648147e+01,1.534637820367728800e+01
-3.430333515659791743e+01,1.390362583728642676e+01
-3.118043083053201769e+01,9.352823828842362630e+00
-2.364395550166149818e+01,3.492445206900566479e+00
-3.226189379335703222e+01,1.067722903668955325e+01
-3.818046906213801606e+01,2.869043002935207198e+01
-3.737343982581913338e+01,2.270053107889774324e+01
-1.392176447131526729e+01,4.286337579516483753e-01
-3.667983000052706188e+01,1.985852342038740304e+01
-2.833705492471451493e+01,6.544931910611181181e+00
-5.659519493879374252e+00,-2.484663301255382595e-01
-3.472321422722078665e+01,1.472507823997624143e+01
-3.603151835056206664e+01,1.783727527506984956e+01
-3.685397625516958442e+01,2.048832711828879383e+01
-1.988983599527785628e+01,1.921168696731110126e+00
-2.508619549916352298e+01,4.283736489443773721e+00
-5.457776866849387787e+00,-2.496433759698830634e-01
-3.466585756676354890e+01,1.460968933315027307e+01
-2.961989282066813445e+01,7.684334071700211766e+00
-5.709333175459698317e+00,-2.477400064044685823e-01
-1.453487849512395869e+01,5.329813604927391424e-01
-3.776902155655150750e+01,2.494252527617688742e+01
-8.484193685987611033e+00,-1.603064946059306051e-01
-3.700129589195578461e+01,2.105809957326271586e+01
-3.169696249205250638e+01,9.946107732295464743e+00
