2.465662680217414859e+00,-1.833727656057462907e+00
-1.948187404881749574e+00,1.482226027148514369e+00
1.170991011708820917e+00,-1.005105049693519881e+00
-1.672649370876177599e+00,1.276787363893082894e+00
2.574136378399280556e+00,-1.899720422063346126e+00
9.224786608524804254e-01,-8.216168218862175410e-01
2.218796615028105990e+00,-1.663210448259311969e+00
2.300879053610531688e+00,-1.728193480327972598e+00
2.629394283620678507e+00,-1.942755842342627437e+00
9.179769352788461623e-01,-8.486189680677062031e-01
1.568629870927202852e+00,-1.262802114725684044e+00
2.414334613507856275e+00,-1.798777270049772392e+00
2.078320055394768939e+00,-1.597344646908285704e+00
1.427201002261307750e+00,-1.151601205263526495e+00
1.341462215796894064e+00,-1.127671238484325933e+00
1.360785693372795313e+00,-1.121108005857847978e+00
1.448806053525725224e+00,-1.202640495968114065e+00
-7.216739908628759803e-01,7.138072684812160063e-01
2.345099143318808199e+00,-1.756401600423158182e+00
2.284733438650230930e+00,-1.719211658010894705e+00
1.597712241617059492e+00,-1.277152944976110982e+00
1.538003515645969488e+00,-1.238431222789208030e+00
1.314919712569432297e+00,-1.092321839122651683e+00
1.185856913220059816e+00,-1.011336419331315017e+00
2.248977481832111991e+00,-1.682060825316143537e+00
-2.550127960864436272e+00,1.894330599260273917e+00
1.977270878893779837e+00,-1.500120812975446860e+00
-7.578388251762840921e-01,7.381144814527677012e-01
2.622648564739380905e+00,-1.941543759347051701e+00
1.704330480630221079e+00,-1.310331990628448295e+00
1.390371297209065382e+00,-1.119460492235953675e+00
-2.236670050790955599e+00,1.696413110585125228e+00
1.007505039040377248e+00,-8.777084002214778913e-01
2.510120310802413268e+00,-1.871740877714567430e+00
-7.302301388631072809e-01,7.122451538065499577e-01
2.057319694741620353e+00,-1.536968119788432841e+00
1.755214612351521319e+00,-1.362920448669256102e+00
2.164946530684967563e+00,-1.641738423794045554e+00
2.591440762285608379e+00,-1.922406918873350579e+00
2.260436611841939669e+00,-1.688414675226769690e+00
